796,401,423,267,283
797,498,517,268,287
798,621,633,268,285
799,615,627,269,287
800,139,151,270,280
801,185,213,270,285
802,308,328,270,293
803,577,592,270,300
804,43,62,272,290
805,289,310,272,291
806,16,32,273,289
807,60,79,273,293
808,129,140,273,284
809,149,173,274,294
810,267,281,274,290
811,543,566,274,298
812,1,18,275,292
813,78,98,275,294
814,456,480,275,299
815,527,547,275,297
816,171,188,276,286
817,209,232,276,293
818,245,267,276,293
819,603,618,276,294
820,660,684,276,293
821,115,137,277,300
822,378,408,277,292
823,631,646,277,292
824,280,290,278,292
825,347,376,278,298
826,506,530,278,294
827,29,46,279,293
828,137,150,279,291
829,408,433,279,291
830,443,459,279,298
831,190,213,280,294
832,222,246,280,299
833,433,447,280,298
834,561,583,280,303
835,643,663,280,298
836,95,115,281,298
837,364,389,281,305
838,479,503,281,298
839,325,348,282,300
840,264,276,283,293
841,586,612,283,307
842,172,192,284,301
843,397,414,284,306
844,464,476,284,307
845,608,629,284,302
846,625,640,284,303
847,161,181,285,303
848,423,440,285,309
849,190,211,286,304
850,280,300,286,304
851,299,318,286,302
852,496,514,286,302
853,13,30,287,306
854,132,147,287,311
855,413,427,287,310
856,42,61,288,307
857,266,281,288,303
858,384,400,288,308
859,203,224,289,315
860,247,268,289,312
861,635,645,289,306
862,145,164,290,303
863,231,251,290,308
864,312,327,290,308
865,1,15,291,308
866,527,550,291,314
867,643,660,291,311
868,658,684,291,312
869,29,43,292,308
870,60,79,292,309
871,77,98,293,314
872,324,336,293,308
873,471,490,293,310
874,510,529,293,307
875,546,563,293,313
876,96,121,295,318
877,346,371,295,314
878,439,457,295,313
879,163,181,296,308
880,178,195,296,310
881,333,350,296,313
882,449,469,296,318
883,480,499,296,317
884,218,233,297,323
885,289,316,297,318
886,370,395,297,322
887,617,635,298,321
888,118,135,299,319
889,563,590,299,326
890,588,607,299,318
891,604,620,299,320
892,141,161,300,306
893,180,205,300,319
894,265,289,300,321
895,396,416,300,314
896,495,515,300,322
897,559,573,301,313
898,15,34,302,323
899,147,165,302,309
900,640,654,302,319
901,49,68,303,326
902,625,650,303,325
903,652,671,303,329
904,32,50,304,327
905,229,250,304,327
906,432,442,304,322
907,512,533,304,328
908,314,337,305,325
909,467,482,305,328
910,132,148,306,319
911,164,184,306,323
912,197,220,306,327
913,408,434,306,327
914,455,469,306,331
915,475,502,306,329
916,1,16,307,321
917,66,86,307,325
918,151,167,307,319
919,278,297,307,328
920,139,153,308,322
921,244,272,308,330
922,391,410,308,324
923,436,450,308,325
924,529,553,309,332
925,665,684,309,336
926,336,358,310,338
927,354,365,310,327
928,361,377,310,327
929,576,600,310,335
930,83,102,311,329
931,552,570,311,332
932,595,616,311,327
933,113,134,312,329
934,100,125,314,324
935,152,174,315,336
936,296,307,315,329
937,306,316,315,327
938,500,528,315,340
939,129,143,316,337
940,184,205,316,340
941,208,232,316,337
942,439,465,316,338
943,11,32,317,339
944,136,159,317,339
945,642,659,317,337
946,168,190,318,343
947,259,281,318,341
948,329,347,318,338
949,1,14,319,336
950,310,330,319,336
951,370,391,319,334
952,604,623,319,342
953,619,633,319,340
954,387,416,320,339
955,482,502,321,339
956,29,45,322,339
957,44,66,322,340
958,94,116,322,344
959,302,311,322,334
960,426,440,322,336
961,628,648,322,342
962,64,89,323,345
963,586,608,323,344
964,109,131,324,340
965,289,306,324,344
966,542,561,324,339
967,225,248,325,347
968,465,483,325,340
969,86,98,326,345
970,201,217,326,343
971,279,292,326,344
972,356,379,326,348
973,414,427,326,340
974,424,453,326,347
975,559,580,326,346
976,527,538,327,349
977,653,684,327,348
978,240,263,328,351
979,380,391,328,341
980,374,385,329,348
981,580,598,329,348
982,453,466,330,344
983,519,529,330,347
984,531,550,330,350
985,98,113,331,351
986,305,328,331,354
987,493,507,331,349
988,508,521,332,343
989,33,53,333,353
990,143,163,333,353
991,335,352,333,351
992,52,75,334,355
993,210,236,334,358
994,471,494,334,355
995,1,18,335,353
996,123,147,335,358
997,153,168,335,357
998,165,184,335,349
999,393,417,335,352
1000,640,655,335,359
1001,15,34,336,354
1002,292,306,336,354
1003,321,340,336,356
1004,343,361,336,365
1005,461,473,336,350
1006,107,125,337,357
1007,378,397,337,355
1008,416,426,337,349
1009,622,635,337,362
1010,86,107,338,362
1011,277,293,338,353
1012,545,566,338,358
1013,601,617,338,357
1014,180,203,339,354
1015,262,282,339,361
1016,434,463,339,365
1017,561,580,339,360
1018,423,441,340,356
1019,504,531,340,363
1020,630,644,340,358
1021,193,215,341,362
1022,579,593,341,359
1023,605,627,341,367
1024,72,89,343,360
1025,590,607,343,362
1026,229,249,345,358
1027,248,264,345,360
1028,349,370,345,367
1029,653,684,345,371
1030,160,181,346,371
1031,97,113,347,365
1032,365,382,347,358
1033,404,425,347,367
1034,494,515,347,370
1035,388,405,348,368
1036,459,471,348,369
1037,109,124,349,369
1038,123,139,349,364
1039,530,552,349,367
1040,133,157,350,369
1041,179,197,350,370
1042,276,299,350,370
1043,298,319,350,371
1044,332,347,350,367
1045,1,16,352,366
1046,31,53,352,371
1047,479,497,352,369
1048,14,34,353,370
1049,319,334,353,367
1050,377,395,353,368
1051,470,482,353,371
1052,51,75,354,374
1053,218,235,354,372
1054,246,272,354,377
1055,312,323,354,367
1056,639,653,354,381
1057,229,242,355,368
1058,236,251,355,370
1059,361,379,355,372
1060,413,444,355,377
1061,563,581,355,374
1062,580,600,355,373
1063,144,163,356,384
1064,204,222,356,375
1065,627,641,356,373
1066,548,567,358,371
1067,71,87,359,378
1068,86,101,359,378
1069,121,136,359,376
1070,514,534,359,379
1071,262,282,360,384
1072,599,612,360,373
1073,82,91,361,384
1074,187,206,361,380
1075,381,397,361,379
1076,445,467,361,381
1077,617,631,361,384
1078,88,106,364,386
1079,102,122,364,383
1080,164,188,364,388
1081,345,364,364,380
1082,366,384,364,380
1083,435,450,364,382
1084,606,618,364,381
1085,1,18,365,383
1086,290,315,365,389
1087,318,334,365,381
1088,500,518,365,383
1089,531,551,365,384
1090,585,612,365,387
1091,646,662,365,386
1092,331,346,366,383
1093,393,418,366,387
1094,479,501,366,385
1095,463,480,367,385
1096,574,586,367,381
1097,35,54,368,385
1098,134,150,368,392
1099,223,244,368,385
1100,277,293,368,384
1101,15,37,369,389
1102,233,264,369,399
1103,561,573,369,385
1104,654,684,369,398
1105,151,170,370,393
1106,308,325,370,385
1107,626,637,370,384
1108,53,71,371,385
1109,549,561,371,381
1110,636,643,371,388
1111,202,219,372,391
1112,218,233,372,385
1113,358,377,372,395
1114,69,80,374,385
1115,119,140,374,394
1116,512,526,374,390
1117,519,531,374,393
1118,568,590,374,397
1119,339,357,375,396
1120,412,429,375,389
1121,426,437,375,386
1122,175,196,376,391
1123,373,394,376,398
1124,82,90,377,400
1125,193,213,377,393
1126,76,82,378,399
1127,91,108,378,394
1128,322,340,378,397
1129,452,468,378,396
1130,434,454,379,397
1131,547,568,379,397
1132,621,636,379,392
1133,103,122,380,403
1134,274,296,380,403
1135,344,366,380,407
1136,611,622,380,396
1137,642,656,380,399
1138,38,58,381,397
1139,57,78,381,400
1140,258,276,381,400
1141,475,484,381,395
1142,501,519,381,398
1143,529,549,381,403
1144,1,21,382,401
1145,391,412,382,404
1146,478,502,382,400
1147,218,234,383,399
1148,307,324,383,398
1149,464,477,383,401
1150,20,41,384,403
1151,126,153,384,405
1152,293,315,384,401
1153,409,424,384,398
1154,588,609,384,399
1155,634,645,384,404
1156,150,179,385,414
1157,605,625,385,413
1158,83,95,386,418
1159,424,437,386,397
1160,187,207,388,407
1161,170,189,390,415
1162,206,219,390,403
1163,375,397,390,413
1164,621,641,390,410
1165,109,130,391,415
1166,325,346,391,413
1167,441,466,391,408
1168,511,532,391,420
1169,561,575,391,405
1170,570,597,391,421
1171,77,85,393,417
1172,93,113,393,415
1173,243,260,393,406
1174,652,671,393,417
1175,670,684,393,410
1176,228,243,394,411
1177,258,278,394,411
1178,363,378,394,411
1179,405,428,394,413
1180,461,485,394,422
1181,36,62,395,416
1182,208,230,395,415
1183,547,558,395,409
1184,642,655,395,417
1185,61,79,396,415
1186,344,363,396,414
1187,427,443,396,414
1188,481,505,396,416
1189,500,514,396,410
1190,313,329,397,413
1191,551,564,397,419
1192,17,37,398,414
1193,153,165,398,410
1194,295,314,398,415
1195,595,607,398,421
1196,1,19,400,413
1197,273,297,400,421
1198,537,558,401,424
1199,129,153,402,419
1200,394,406,402,413
1201,528,542,402,427
1202,198,217,403,427
1203,563,575,403,425
1204,633,644,403,419
1205,186,202,404,419
1206,237,260,404,419
1207,619,636,404,429
1208,223,238,405,427
1209,151,167,406,425
1210,440,463,406,423
1211,330,358,407,426
1212,357,378,407,425
1213,656,684,407,432
1214,52,77,408,433
1215,90,108,408,425
1216,300,316,408,420
1217,375,396,408,426
1218,411,432,408,425
1219,32,52,409,430
1220,84,92,409,428
1221,257,277,409,428
1222,395,411,409,426
1223,423,447,410,432
1224,457,476,410,427
1225,500,520,410,426
1226,75,86,411,429
1227,105,129,411,432
1228,214,232,411,432
1229,307,331,411,432
1230,555,573,411,430
1231,642,654,411,431
1232,1,19,412,430
1233,127,148,412,431
1234,164,179,412,433
1235,605,621,412,429
1236,16,34,413,430
1237,476,502,413,434
1238,178,191,415,430
1239,292,308,415,436
1240,634,645,415,437
1241,146,159,416,432
1242,188,206,416,436
1243,572,590,416,436
1244,650,667,416,444
1245,235,261,417,437
1246,402,424,417,443
1247,274,294,418,436
1248,319,343,418,438
1249,515,536,418,439
1250,591,610,418,441
1251,391,403,419,435
1252,154,169,420,437
1253,306,321,420,436
1254,343,365,421,434
1255,357,381,421,451
1256,579,593,421,440
1257,82,90,422,450
1258,91,108,422,439
1259,442,463,422,444
1260,462,481,422,443
1261,60,84,423,447
1262,500,517,423,442
1263,534,556,423,441
1264,584,598,423,442
1265,373,399,424,448
1266,35,60,425,446
1267,640,651,425,451
1268,142,154,426,442
1269,172,184,426,439
1270,196,218,426,455
1271,218,239,426,447
1272,125,145,427,453
1273,258,279,427,449
1274,419,446,427,450
1275,479,494,427,448
1276,554,569,427,445
1277,565,584,427,451
1278,608,623,427,441
1279,86,95,428,447
1280,304,323,428,443
1281,616,636,428,445
1282,1,19,429,442
1283,17,36,429,446
1284,105,127,429,446
1285,181,200,429,444
1286,457,465,429,444
1287,288,307,430,448
1288,324,350,431,452
1289,658,684,431,464
1290,161,183,432,450
1291,234,258,432,448
1292,277,298,432,446
1293,345,364,432,450
1294,487,507,432,455
1295,144,158,433,446
1296,394,405,433,445
1297,515,532,433,449
1298,51,78,435,460
1299,302,329,435,453
1300,155,167,436,454
1301,456,474,436,458
1302,527,551,436,458
1303,628,641,436,453
1304,93,111,437,460
1305,253,268,437,461
1306,447,458,437,451
1307,647,660,438,463
1308,1,20,439,459
1309,407,426,439,456
1310,546,566,439,461
1311,579,601,439,460
1312,185,202,440,457
1313,213,226,440,453
1314,502,520,440,460
1315,598,616,440,459
1316,32,53,441,463
1317,118,140,441,460
1318,269,286,441,459
1319,473,488,441,458
1320,368,399,442,462
1321,609,622,442,461
1322,102,124,443,464
1323,164,194,443,473
1324,280,306,443,463
1325,396,411,443,459
1326,426,447,443,465
1327,634,648,443,463
1328,15,34,444,464
1329,140,158,444,458
1330,444,460,444,463
1331,619,638,444,460
1332,76,87,445,460
1333,86,99,445,470
1334,231,255,445,455
1335,219,238,446,467
1336,316,333,446,461
1337,343,367,446,466
1338,563,579,446,458
1339,303,321,447,474
1340,329,346,447,463
1341,516,537,447,465
1342,261,279,448,469
1343,408,429,448,470
1344,123,141,451,472
1345,199,212,451,464
1346,352,372,451,476
1347,152,167,452,468
1348,211,221,452,462
1349,237,263,452,473
1350,389,413,452,476
1351,484,498,452,474
1352,570,597,452,485
1353,653,673,452,475
1354,58,81,453,473
1355,85,93,453,473
1356,560,578,453,474
1357,493,506,454,465
1358,593,612,454,474
1359,643,654,454,483
1360,310,331,455,476
1361,536,545,455,467
1362,369,385,456,476
